company_id,industry,products_handled,certifications,explicit_sourcing,topic_surge,pricing_visits,review_visits,job_postings,import_gaps,trigger_events,active_contract,hiring_freeze,financial_distress,days_since_last_signal,distinct_stakeholders,stakeholder_seniority
15897403-6bb4-4480-bafa-594125bc5ecf,Wholesale,Electronics|Spices|Turmeric,,RFP published,4,16,6,,No,,No,No,No,9,1,0.51
4588a6c6-c733-42b7-8d9a-7c0755e64f6f,E-commerce,Blankets,,,0,20,10,,No,,No,No,Yes,23,1,0.46
6ea2c2bc-772c-4341-8f45-ff70cd739b66,Construction,Turmeric,,,0,0,0,,No,,Yes,No,No,69,1,0.67
dd427b00-fb6f-413f-8188-9214140887de,Wholesale,Blankets|Quilts|Electronics,,,2,10,5,,No,,No,No,No,4,1,0.63
47093470-35ff-46bc-8b4e-7803cfd09b7a,E-commerce,Ashwagandha,ISO 9001,Quote requested,0,0,10,Logistics Head,No,,No,No,No,16,3,0.83
78dc257a-1d90-4bd6-b108-bb4b8427fd94,Construction,Spices,,,0,0,0,,No,,No,No,No,44,5,0.7
f23e8935-06bd-412a-93b7-e0943749912e,Distribution,Spices|Turmeric,,,0,0,0,,No,,Yes,No,No,139,1,0.86
8a466268-80ac-4373-a3d4-797d5345957c,Wholesale,Electronics|Carpets|Textiles,Organic Certified,,0,4,6,,No,Funding round,Yes,No,No,25,1,0.4
a0d816dc-f46d-4134-9474-c3b0d4cf03d7,Retail,Turmeric,,,0,0,9,,No,,No,No,No,87,1,0.62
1476d5a7-6b47-4145-bdaf-855c862952c0,Retail,Spices,Organic Certified|WHO-GMP,Quote requested,0,8,0,Procurement Manager,No,Funding round,No,No,No,19,5,0.5
d8f206b5-a029-4a72-9fd0-a444a7fa97ba,Wholesale,Ashwagandha|Carpets|Electronics,,,4,1,0,,No,,No,No,No,89,1,0.73
49035b3d-2d73-4806-b025-b4fff29d24e0,Manufacturing,Spices|Turmeric,,,4,9,9,Logistics Head,Yes,Funding round,No,No,No,25,2,0.43
ab83f617-e5ae-4c12-a066-e418e8496822,Manufacturing,Carpets,Fair Trade|FDA Approved,,0,0,0,,No,,No,No,Yes,37,1,0.87
002c3a6a-9ee3-4421-90f8-819fc3a4a181,Healthcare,Ashwagandha|Quilts,,,0,0,0,,No,,No,No,No,143,1,0.51
98522e17-2f0c-4454-b5c6-17ef5cbd4748,E-commerce,Turmeric|Carpets|Blankets,Organic Certified|WHO-GMP,,0,0,2,Logistics Head,Yes,Funding round,Yes,No,No,16,1,0.85
f5fece84-1d23-45ab-bf4b-31890c3761d6,Distribution,Rice|Spices,Organic Certified,Quote requested,0,0,1,,Yes,,No,No,No,7,3,0.86
3063268c-e94a-4bc9-8bac-092ef2200cc3,Retail,Ashwagandha|Spices,,,0,2,0,Procurement Manager,Yes,,Yes,Yes,No,23,4,0.79
35468439-419a-49d4-b07f-59b6a3317077,Healthcare,Rice|Quilts|Carpets,,,0,0,7,Logistics Head,No,M&A,Yes,No,No,3,2,0.8
b276e9d1-e552-4ab8-964e-0c13ee3fe7c3,E-commerce,Rice|Carpets,FDA Approved,,0,0,0,,No,New facility,No,No,No,4,1,0.79
645c35f2-f7ed-4ba4-b7e0-443b5356ff68,Wholesale,Quilts,,,0,0,0,,No,,No,No,No,118,1,0.92
de959794-addb-438f-84a6-40d1579fd1db,Construction,Quilts,FDA Approved,,0,0,0,Logistics Head,No,,Yes,No,No,139,4,0.62
24db352f-25ec-402f-8bbb-3f0d8352bee8,Manufacturing,Carpets|Quilts|Spices,,,0,0,0,Logistics Head,No,,No,No,No,168,1,0.77
1783cda7-53ea-4343-8d87-fb14a7a28056,E-commerce,Textiles|Turmeric,,,0,0,0,,No,,Yes,No,No,87,1,0.84
b7cd777f-51b8-4766-8b8c-079833dffb69,Distribution,Turmeric|Blankets,,,0,0,6,Logistics Head,No,New facility,No,No,No,27,3,0.5
1a50f822-7e29-44a1-b523-cb74b4329dd1,Retail,Spices|Rice|Turmeric,,,0,15,0,,No,,No,No,No,63,1,0.62
dab2ec28-6cea-410e-b6b1-6e69967c3eda,Healthcare,Textiles,,,0,0,0,,No,,Yes,No,No,46,1,0.47
4319bcc2-4718-484c-9a25-4fda7f280eb6,Healthcare,Spices,ISO 9001,,1,5,0,Logistics Head,No,M&A,No,No,No,17,1,0.76
b2cec8c3-468c-4609-8392-857554588f96,Retail,Blankets|Turmeric,,,0,19,0,Logistics Head,No,New facility,No,No,No,4,3,0.63
813325ad-0e0c-4a83-b5ab-5c1d000d1978,Manufacturing,Blankets|Electronics,,,4,14,0,Procurement Manager,No,,No,No,No,4,4,0.94
0ed168d0-3045-481b-ab1f-c336dee5d1f2,Healthcare,Spices|Electronics,,,0,0,0,,No,,No,No,No,15,2,0.46
f9d7a4dd-6c87-46ab-a301-1e1f5c740424,Retail,Electronics|Blankets|Rice,,,0,0,1,,Yes,,No,No,No,3,1,0.49
87fce71d-d385-4ee6-86f8-39b8ceca592a,Wholesale,Electronics,ISO 9001|WHO-GMP,,2,6,0,Procurement Manager,No,,No,No,Yes,23,1,0.86
010b7bf2-5d0f-44c5-b6f0-be484ee79359,Wholesale,Quilts|Spices|Turmeric,,,0,0,0,,No,,Yes,No,No,177,1,0.93
3cffc7a6-75d3-46ed-a5e7-d5972bfdde2a,Manufacturing,Carpets|Blankets|Electronics,,,0,0,0,,No,,No,No,No,28,1,0.67
b334e313-f32d-4041-80ce-92bd5014448c,Retail,Turmeric|Carpets,,,2,16,5,,No,,No,Yes,No,10,2,0.73
4a5f5e81-679f-4ef0-8f9e-784b86c18e1c,Construction,Textiles|Rice|Ashwagandha,FDA Approved|ISO 9001,,0,0,0,,No,,No,Yes,No,55,1,0.67
a2b954dd-84ac-48f7-93e1-82daa2d99ac0,Healthcare,Rice,FDA Approved,Quote requested,0,13,6,,No,,No,No,Yes,6,1,0.95
f5932f28-b58e-4d9a-98e8-ce72b37d1ad7,Manufacturing,Spices|Textiles,ISO 9001|Fair Trade,,3,13,0,,Yes,,No,No,No,15,1,0.78
56ee6529-4489-4b08-9d3f-d1eadeb7af19,E-commerce,Ashwagandha|Blankets|Electronics,WHO-GMP|ISO 9001,,0,0,0,,No,New facility,No,No,No,23,1,0.91
19b58343-6bee-4433-9410-9937631e74a1,Distribution,Ashwagandha,,,0,14,0,,No,,No,No,No,115,1,0.64
4f68d58f-3929-48a9-86f4-179118f56dc6,Wholesale,Textiles|Electronics,ISO 9001,Quote requested,4,0,7,Procurement Manager,No,,Yes,No,No,26,1,0.52
f82e6452-b00a-4fed-8a24-5da5584463d5,Construction,Blankets,Organic Certified,,2,0,2,Logistics Head,No,Funding round,No,No,No,8,4,0.41
4018d707-4692-4922-a5e7-a509f5ec3e38,E-commerce,Rice,,,3,11,0,,No,,No,No,No,149,1,0.7
6244cfc1-785b-4946-a204-5c3cc50c526a,Retail,Textiles|Electronics,,,2,0,0,Procurement Manager,No,,No,Yes,No,28,2,0.9
f519796e-4b63-4450-ba3c-3c54a847c11d,Manufacturing,Quilts,,,0,0,0,,No,,No,No,No,39,1,0.46
e3c555fe-64c0-4f49-8a93-236e1e879176,Retail,Carpets,,,0,19,0,,No,New facility,No,No,No,97,1,0.42
31f2ee42-febd-4193-8dd8-7d0c54b53cb9,Distribution,Blankets,,,0,0,0,,No,,No,No,No,131,1,0.69
97276662-9170-4be2-b4de-58d518d80c30,Distribution,Rice|Textiles|Electronics,,,0,0,0,,No,,Yes,Yes,No,149,1,0.41
869dd2fe-3ed8-458e-ab09-07f13c073f72,Retail,Rice|Blankets,Organic Certified|ISO 9001,,0,0,0,Procurement Manager,No,M&A,No,No,No,5,1,0.79
50581185-c57b-45dc-9600-5b510a26338e,Wholesale,Turmeric,,,0,0,0,,No,,No,No,No,60,1,0.46
7e7deedf-7c11-4e38-92db-b2a997ffa917,Wholesale,Ashwagandha,,,0,0,2,Procurement Manager,Yes,,No,No,No,104,1,0.95
9a68293e-4446-4785-8a41-a83fc200543d,Manufacturing,Ashwagandha|Quilts|Electronics,,,5,7,0,Logistics Head,No,,No,No,No,111,4,0.43
c3a588d9-001c-4e47-9f63-c41c1860ebc3,E-commerce,Blankets|Textiles,,,1,0,6,,Yes,Funding round,Yes,No,No,25,5,0.69
6ef22694-6538-420b-83bb-4d678d70d164,Construction,Spices|Textiles|Quilts,,,0,0,5,,No,Funding round,No,No,No,152,1,0.75
cfe895fd-0a81-4d15-aa43-9ab055d22841,Construction,Spices|Rice|Electronics,,Quote requested,0,0,0,,Yes,,No,No,No,125,1,0.88
29871d92-0c55-4c81-9d23-49b42db8c46c,Distribution,Turmeric,,,0,19,0,Logistics Head,No,,No,No,No,178,1,0.94
602c84e5-e519-4642-821c-b309cdc90d16,Manufacturing,Textiles,,,0,7,0,,No,,No,No,No,56,1,0.56
d9c88e41-dfb7-4d7a-812a-1a431fa16612,Healthcare,Ashwagandha|Electronics|Rice,FDA Approved,Quote requested,0,0,0,,No,Funding round,No,No,No,180,1,0.99
24993767-5f84-450f-b1a9-7063bd10fb9e,Construction,Textiles,,,3,15,9,,No,M&A,No,No,No,4,4,0.81
15c71b28-0fd8-41ff-b812-d96e7d5f34b9,Manufacturing,Spices,,,0,0,0,,No,,No,No,No,20,1,0.77
fa869b2c-e592-4d53-baff-ecc5a0e7398d,E-commerce,Blankets|Textiles,,,0,0,0,,No,,No,No,No,143,1,0.82
910f5fbc-612c-4927-b2c9-e927b5692b6c,E-commerce,Carpets|Rice|Electronics,,,1,2,4,Logistics Head,No,M&A,No,No,No,68,1,0.97
6f962633-4a69-4b6a-a7b3-c85fbed0baba,Construction,Spices|Quilts,FDA Approved,,0,0,4,,No,,No,No,No,23,1,0.87
292adc4c-6e1b-44e5-821b-8e502fd25bf1,Wholesale,Electronics,,,1,8,0,Procurement Manager,No,,No,No,No,162,1,0.64
159ec164-b41c-47c4-a128-5c743b292cb1,Wholesale,Rice|Carpets,,,0,0,0,,No,New facility,No,No,No,110,1,0.69
328f98a3-802c-4fcf-8fa0-8fd5ad4b472b,Retail,Turmeric|Blankets,,,0,0,10,Logistics Head,No,,No,Yes,No,6,1,0.51
cbeb9810-4c3b-490d-bb3c-77ec7a4ddc84,Manufacturing,Rice|Electronics,,,0,0,8,,No,,No,No,No,187,4,0.62
60afbd41-2c9f-4444-bdb8-0401ba34b4ce,E-commerce,Spices,,,0,5,0,,Yes,,No,No,No,97,1,0.68
cb2e6472-b551-4e08-95c0-6206f096408e,Manufacturing,Quilts|Carpets,Organic Certified|ISO 9001,,0,3,0,,Yes,,No,No,No,106,1,0.76
9e924984-1197-4b6c-b5c8-d5c705cd7e7d,Healthcare,Spices,,,0,10,0,Procurement Manager,No,M&A,No,No,No,172,4,0.7
b169e134-4ac1-48a0-b8be-b84fb0f33627,Retail,Turmeric|Textiles,,,1,9,0,,No,,No,No,No,16,1,0.91
77125294-d782-4900-b961-008517326e1f,Manufacturing,Rice|Textiles,WHO-GMP,,5,0,0,,No,,No,No,No,151,1,0.42
94b149c2-58e0-43fd-9051-03e2549950f4,Construction,Carpets|Turmeric,,Quote requested,0,0,0,,Yes,Funding round,No,No,Yes,145,1,0.95
397861c7-a77c-49d6-ab6e-60a16de927ca,E-commerce,Ashwagandha|Blankets,Organic Certified|FDA Approved,,0,15,6,Logistics Head,No,M&A,No,No,No,5,2,0.42
cf9740d1-c851-4bf8-ad6a-0913acdb3d29,Healthcare,Blankets|Spices|Electronics,,,0,5,3,,Yes,M&A,No,No,No,8,5,0.51
436a261b-794a-492a-870b-e1e7dd964d87,Distribution,Quilts,,,0,15,0,,No,,No,Yes,No,90,1,0.94
