company_id,name,region,website,rating,reviews,quality_tier
06d52a15-5413-4759-ba02-7ba85c7c415c,Company_06d52a15,Singapore,,1.6,0,Poor
b8aa2b58-da02-48cf-8b32-3f7d683f7e7a,Company_b8aa2b58,Saudi Arabia,,1.1,1,Poor
8c76a9ab-43e2-476a-86f5-28afb18ae024,Company_8c76a9ab,France,https://www.8c76a9ab.com,3.9,17,Medium
84e9f6ff-227a-45fc-8303-10154c7adeb1,Company_84e9f6ff,France,https://www.84e9f6ff.com,4.9,87,Good
63483fe2-5a9c-4cd9-9685-a6861e14bb28,Company_63483fe2,Netherlands,,1.8,5,Poor
28e06a13-2074-4d46-88fa-3148df446423,Company_28e06a13,UK,,1.8,8,Poor
286a126f-d0cc-425d-94cd-02f4d5b2ecff,Company_286a126f,France,https://www.286a126f.com,4.5,87,Good
a96cf2ff-3914-4f71-88bf-49838797d5e1,Company_a96cf2ff,Germany,https://www.a96cf2ff.com,3.5,43,Medium
4797e0d5-502b-4338-b500-14fc49416de5,Company_4797e0d5,India,,2.2,10,Poor
f6d47881-146d-4963-a41f-1e199e8296f1,Company_f6d47881,Singapore,https://www.f6d47881.com,2.8,17,Medium
05043608-3ae5-4362-8a48-34eaee4e64f0,Company_05043608,Singapore,,1.8,8,Poor
79ece75a-c189-4b55-bbf0-efca5b2ec5c3,Company_79ece75a,UK,https://www.79ece75a.com,3.1,12,Medium
9ac5c714-b523-4d54-bbf1-af4b2cff7fd9,Company_9ac5c714,UAE,,2.1,8,Poor
0f6fe599-6921-43bf-b164-477b34e80698,Company_0f6fe599,UK,,2.3,10,Poor
903133c1-faf7-468a-8e0d-13be1b9f10f0,Company_903133c1,Qatar,https://www.903133c1.com,4.6,112,Good
9b4aa2bc-dd9e-40d9-9c62-b946a85552e9,Company_9b4aa2bc,India,,2.0,8,Poor
16480772-4b4e-4ab7-a268-1e45a3b03c2e,Company_16480772,Netherlands,https://www.16480772.com,3.0,39,Medium
538b2063-1d2f-4552-8aae-216a93f89b8d,Company_538b2063,Qatar,https://www.538b2063.com,3.9,22,Medium
31467035-efe7-4c57-a507-491500b87755,Company_31467035,Qatar,https://www.31467035.com,3.1,31,Medium
85f5d43c-8111-4e95-87a1-8f15abb66564,Company_85f5d43c,UK,https://www.85f5d43c.com,3.8,50,Medium
449a540d-0f76-4e10-b1c5-205dc839e010,Company_449a540d,Singapore,https://www.449a540d.com,3.5,49,Medium
29c11d10-d04a-40a4-9dae-d1399965d6ea,Company_29c11d10,Qatar,https://www.29c11d10.com,4.0,46,Medium
4001cae2-3bc9-46fd-a8c0-92557cb46df9,Company_4001cae2,UAE,https://www.4001cae2.com,3.6,43,Medium
db2135ff-7824-40ed-ba02-60605017f724,Company_db2135ff,Netherlands,https://www.db2135ff.com,4.7,63,Good
aa103524-f80c-4ab7-ae7d-d4ea1aa5f696,Company_aa103524,USA,https://www.aa103524.com,4.4,217,Good
8d66f589-faa5-40c8-8e6f-c81fcca72015,Company_8d66f589,Qatar,https://www.8d66f589.com,4.5,82,Good
88537dfc-15d3-42b4-94b0-89bdfe7e2da8,Company_88537dfc,UAE,https://www.88537dfc.com,3.1,50,Medium
186d8c79-4c6e-4d1e-ab22-c00640056da1,Company_186d8c79,USA,https://www.186d8c79.com,3.5,11,Medium
80f553d6-a75b-4c7f-85bd-f1184ec48ce6,Company_80f553d6,France,https://www.80f553d6.com,3.4,29,Medium
5ea8f403-dc53-4422-ac2c-e7cce96b0414,Company_5ea8f403,India,,1.7,7,Poor
1f6d9e0e-a3e2-4043-90f0-2455cd190a25,Company_1f6d9e0e,Singapore,https://www.1f6d9e0e.com,4.0,11,Medium
4637b2c2-5050-48e4-89f6-c451d4096220,Company_4637b2c2,India,https://www.4637b2c2.com,4.4,451,Good
3f91f021-6fed-48bd-8ae0-e3a166491b21,Company_3f91f021,UAE,https://www.3f91f021.com,3.2,47,Medium
f511c94e-385b-42ad-b159-a5850e1fc7cb,Company_f511c94e,UK,https://www.f511c94e.com,2.7,43,Medium
e9e21878-528a-4894-a4ef-dc4d2cae82c5,Company_e9e21878,India,https://www.e9e21878.com,3.6,35,Medium
b49d0dd6-4d0e-4cb8-a48c-4824f6f4cc68,Company_b49d0dd6,Netherlands,,1.8,8,Poor
832adb47-a276-4deb-8146-0f4321063fd9,Company_832adb47,Saudi Arabia,https://www.832adb47.com,3.5,26,Medium
10550f9b-09be-4375-b7a7-37c4605a28e8,Company_10550f9b,India,https://www.10550f9b.com,2.9,25,Medium
7f33e88e-b81d-40fa-82fc-d15e3a9148ae,Company_7f33e88e,USA,https://www.7f33e88e.com,2.7,28,Medium
6e67ff21-ecea-4057-9f4f-352e036ad64c,Company_6e67ff21,UK,,2.4,9,Poor
e95f1f08-96fb-4184-9929-8f120ee32fbf,Company_e95f1f08,Netherlands,,4.4,335,Good
acf98746-a09c-46c4-97b2-9e6208cc5b8c,Company_acf98746,Qatar,,3.3,20,Medium
2509e6b2-2556-4c2e-8a03-f403609b8bce,Company_2509e6b2,Germany,,3.7,16,Medium
afd71b8c-39c8-4149-ae20-ba697008bff0,Company_afd71b8c,UK,https://www.afd71b8c.com,2.8,26,Medium
79851dad-de02-4df4-90a9-dd6b257971d6,Company_79851dad,Qatar,,1.4,4,Poor
af28bef6-258f-4e8c-8f00-f13d5804077f,Company_af28bef6,Germany,https://www.af28bef6.com,2.6,39,Medium
f51c0bc7-7c8a-4623-a684-ffca62984c68,Company_f51c0bc7,Germany,https://www.f51c0bc7.com,3.9,23,Medium
3561082c-cbb9-422f-aaa6-97013594b01e,Company_3561082c,USA,https://www.3561082c.com,4.1,190,Good
47dc5ae8-d9a5-4a83-ad06-4ca67c4dcf30,Company_47dc5ae8,Qatar,https://www.47dc5ae8.com,3.0,31,Medium
8a487596-ed71-45dd-aafb-bf7500602543,Company_8a487596,France,,2.6,35,Medium
ebf96dc0-f4ee-4112-be66-a5704f635605,Company_ebf96dc0,India,,3.6,18,Medium
2c90d956-a203-4500-8b6e-0990101224f4,Company_2c90d956,Saudi Arabia,,1.4,1,Poor
d78d7675-228d-4646-a416-e1c29b7c0d6b,Company_d78d7675,USA,https://www.d78d7675.com,4.0,41,Medium
2ca378a4-a9d3-4ea2-ac0f-486867ebf467,Company_2ca378a4,Singapore,https://www.2ca378a4.com,3.7,10,Medium
b556b760-cdef-431a-aaa6-6efb3a81d0ec,Company_b556b760,Singapore,https://www.b556b760.com,3.5,41,Medium
3e5c45f2-d18e-4428-bd56-f88b6437faa8,Company_3e5c45f2,India,,1.3,6,Poor
f8f0a48d-09eb-4f68-85ea-917e73f17310,Company_f8f0a48d,Germany,,3.6,47,Medium
5b3b684e-8ae8-424f-a8a2-233192d61376,Company_5b3b684e,Qatar,https://www.5b3b684e.com,3.4,26,Medium
1b45b8e8-189f-439e-9bd0-cff68d0717ec,Company_1b45b8e8,Netherlands,https://www.1b45b8e8.com,3.1,33,Medium
7e2d8c94-507f-4b9c-9103-141ff7702903,Company_7e2d8c94,India,https://www.7e2d8c94.com,3.6,42,Medium
76b9791e-022d-4913-8228-b0bf7f799169,Company_76b9791e,Singapore,,3.3,48,Medium
05291f90-0bd4-4d51-a5a9-9b66b5b559c7,Company_05291f90,Singapore,https://www.05291f90.com,3.9,36,Medium
7090b450-134c-4b13-b4c5-d0e88972db45,Company_7090b450,UAE,https://www.7090b450.com,3.6,37,Medium
1312d563-539b-4c14-867d-1c6d5a2948a5,Company_1312d563,Netherlands,https://www.1312d563.com,2.7,28,Medium
0cfd56ac-0338-46b6-890b-6953b9672da5,Company_0cfd56ac,Netherlands,https://www.0cfd56ac.com,4.6,384,Good
2af2ddc6-ac73-4d9f-b099-db913c74b891,Company_2af2ddc6,Germany,https://www.2af2ddc6.com,3.3,50,Medium
127a6182-ec55-48ba-8526-c1c50b510ca0,Company_127a6182,Germany,,1.6,7,Poor
3439de5a-8543-4f0f-a13a-fcbb6943d18a,Company_3439de5a,USA,https://www.3439de5a.com,3.6,47,Medium
40ac7033-01fe-44ef-b686-21b88a62b316,Company_40ac7033,USA,,4.7,246,Good
c32011ee-b251-40a7-9853-8a412ec3ef61,Company_c32011ee,UAE,,1.5,1,Poor
830ff479-9233-400c-8494-d358aed8541f,Company_830ff479,Singapore,,1.6,10,Poor
eefa0946-d399-4f4b-8c07-48f8bd32e8fe,Company_eefa0946,Germany,https://www.eefa0946.com,2.7,18,Medium
fb2ba8ed-186e-460c-ab06-b16f52ca1308,Company_fb2ba8ed,UAE,https://www.fb2ba8ed.com,4.6,450,Good
d288c640-da9a-461d-a247-124276475c99,Company_d288c640,France,https://www.d288c640.com,3.3,24,Medium
88f07ce8-ed1c-433e-9e70-911c7ef9f018,Company_88f07ce8,India,,1.7,1,Poor
139c2596-f2cf-4157-b750-d9add56c49e3,Company_139c2596,Singapore,,1.2,6,Poor
ccf21483-f08b-47df-a1cb-a6cd420a945e,Company_ccf21483,Saudi Arabia,,2.2,6,Poor
4e22ae8a-6ba1-4602-b6f1-00fbe0a33c23,Company_4e22ae8a,Germany,,1.2,5,Poor
efd3b582-644d-4bee-97a2-07da1d4a3ff0,Company_efd3b582,UK,https://www.efd3b582.com,2.5,50,Medium
a93d32b5-76c2-45c3-8129-c236706e69a0,Company_a93d32b5,Germany,,2.6,50,Medium
5097982b-3973-4ea6-acc6-cce29324f2f0,Company_5097982b,Saudi Arabia,https://www.5097982b.com,3.6,34,Medium
c13e8807-7adb-41e4-9222-0c72add2eb4e,Company_c13e8807,UAE,,2.2,7,Poor
82cb67ff-c3d7-4887-afc7-2b269a7c8850,Company_82cb67ff,USA,,1.5,9,Poor
671037ee-3bfa-4982-9424-112f94769d17,Company_671037ee,France,https://www.671037ee.com,4.1,286,Good
ab8429bd-8ec8-4356-aec9-e7f9cd4031fc,Company_ab8429bd,Germany,https://www.ab8429bd.com,4.0,12,Medium
07b693b9-1196-474e-9a2b-c9ab838beffc,Company_07b693b9,India,https://www.07b693b9.com,3.9,30,Medium
37876a33-cd41-4242-8701-ad1142e2ed69,Company_37876a33,Saudi Arabia,,1.0,0,Poor
a158f0d2-f442-4961-9428-84a745fb8961,Company_a158f0d2,UK,,2.4,6,Poor
07f056a9-4bac-458c-b544-d91ebfad5de3,Company_07f056a9,India,,3.6,24,Medium
15897403-6bb4-4480-bafa-594125bc5ecf,Company_15897403,UK,https://www.15897403.com,4.3,471,Good
4588a6c6-c733-42b7-8d9a-7c0755e64f6f,Company_4588a6c6,Qatar,https://www.4588a6c6.com,3.2,26,Medium
6ea2c2bc-772c-4341-8f45-ff70cd739b66,Company_6ea2c2bc,Netherlands,,2.5,9,Poor
dd427b00-fb6f-413f-8188-9214140887de,Company_dd427b00,India,https://www.dd427b00.com,3.4,34,Medium
47093470-35ff-46bc-8b4e-7803cfd09b7a,Company_47093470,Qatar,https://www.47093470.com,4.6,195,Good
78dc257a-1d90-4bd6-b108-bb4b8427fd94,Company_78dc257a,Qatar,https://www.78dc257a.com,2.5,26,Medium
f23e8935-06bd-412a-93b7-e0943749912e,Company_f23e8935,Saudi Arabia,,2.4,4,Poor
8a466268-80ac-4373-a3d4-797d5345957c,Company_8a466268,Qatar,,4.6,445,Good
a0d816dc-f46d-4134-9474-c3b0d4cf03d7,Company_a0d816dc,USA,https://www.a0d816dc.com,2.6,39,Medium
1476d5a7-6b47-4145-bdaf-855c862952c0,Company_1476d5a7,Saudi Arabia,,4.9,370,Good
d8f206b5-a029-4a72-9fd0-a444a7fa97ba,Company_d8f206b5,UAE,,2.0,10,Poor
49035b3d-2d73-4806-b025-b4fff29d24e0,Company_49035b3d,Netherlands,,4.0,480,Good
ab83f617-e5ae-4c12-a066-e418e8496822,Company_ab83f617,Saudi Arabia,,2.0,0,Poor
002c3a6a-9ee3-4421-90f8-819fc3a4a181,Company_002c3a6a,Germany,,1.9,7,Poor
98522e17-2f0c-4454-b5c6-17ef5cbd4748,Company_98522e17,France,,3.4,29,Medium
f5fece84-1d23-45ab-bf4b-31890c3761d6,Company_f5fece84,Singapore,https://www.f5fece84.com,4.4,90,Good
3063268c-e94a-4bc9-8bac-092ef2200cc3,Company_3063268c,Germany,https://www.3063268c.com,3.2,11,Medium
35468439-419a-49d4-b07f-59b6a3317077,Company_35468439,Netherlands,https://www.35468439.com,4.2,236,Good
b276e9d1-e552-4ab8-964e-0c13ee3fe7c3,Company_b276e9d1,UAE,https://www.b276e9d1.com,3.9,11,Medium
645c35f2-f7ed-4ba4-b7e0-443b5356ff68,Company_645c35f2,UAE,,2.1,4,Poor
de959794-addb-438f-84a6-40d1579fd1db,Company_de959794,India,,4.1,384,Good
24db352f-25ec-402f-8bbb-3f0d8352bee8,Company_24db352f,France,https://www.24db352f.com,3.7,28,Medium
1783cda7-53ea-4343-8d87-fb14a7a28056,Company_1783cda7,India,,1.4,10,Poor
b7cd777f-51b8-4766-8b8c-079833dffb69,Company_b7cd777f,India,,3.9,16,Medium
1a50f822-7e29-44a1-b523-cb74b4329dd1,Company_1a50f822,UAE,,2.3,1,Poor
dab2ec28-6cea-410e-b6b1-6e69967c3eda,Company_dab2ec28,UK,,2.5,5,Poor
4319bcc2-4718-484c-9a25-4fda7f280eb6,Company_4319bcc2,UAE,https://www.4319bcc2.com,4.5,70,Good
b2cec8c3-468c-4609-8392-857554588f96,Company_b2cec8c3,Qatar,https://www.b2cec8c3.com,3.2,35,Medium
813325ad-0e0c-4a83-b5ab-5c1d000d1978,Company_813325ad,Netherlands,https://www.813325ad.com,3.9,17,Medium
0ed168d0-3045-481b-ab1f-c336dee5d1f2,Company_0ed168d0,Qatar,https://www.0ed168d0.com,2.8,11,Medium
f9d7a4dd-6c87-46ab-a301-1e1f5c740424,Company_f9d7a4dd,Germany,,2.8,15,Medium
87fce71d-d385-4ee6-86f8-39b8ceca592a,Company_87fce71d,Saudi Arabia,https://www.87fce71d.com,4.8,372,Good
010b7bf2-5d0f-44c5-b6f0-be484ee79359,Company_010b7bf2,Singapore,https://www.010b7bf2.com,3.6,40,Medium
3cffc7a6-75d3-46ed-a5e7-d5972bfdde2a,Company_3cffc7a6,Saudi Arabia,,2.6,35,Medium
b334e313-f32d-4041-80ce-92bd5014448c,Company_b334e313,Singapore,https://www.b334e313.com,2.8,31,Medium
4a5f5e81-679f-4ef0-8f9e-784b86c18e1c,Company_4a5f5e81,Germany,,2.0,6,Poor
a2b954dd-84ac-48f7-93e1-82daa2d99ac0,Company_a2b954dd,France,https://www.a2b954dd.com,2.8,29,Medium
f5932f28-b58e-4d9a-98e8-ce72b37d1ad7,Company_f5932f28,France,https://www.f5932f28.com,3.5,22,Medium
56ee6529-4489-4b08-9d3f-d1eadeb7af19,Company_56ee6529,Germany,https://www.56ee6529.com,3.4,16,Medium
19b58343-6bee-4433-9410-9937631e74a1,Company_19b58343,Netherlands,https://www.19b58343.com,3.8,39,Medium
4f68d58f-3929-48a9-86f4-179118f56dc6,Company_4f68d58f,Saudi Arabia,https://www.4f68d58f.com,4.4,414,Good
f82e6452-b00a-4fed-8a24-5da5584463d5,Company_f82e6452,UK,https://www.f82e6452.com,4.5,343,Good
4018d707-4692-4922-a5e7-a509f5ec3e38,Company_4018d707,Germany,https://www.4018d707.com,3.4,41,Medium
6244cfc1-785b-4946-a204-5c3cc50c526a,Company_6244cfc1,UK,https://www.6244cfc1.com,4.9,328,Good
f519796e-4b63-4450-ba3c-3c54a847c11d,Company_f519796e,Singapore,,1.6,7,Poor
e3c555fe-64c0-4f49-8a93-236e1e879176,Company_e3c555fe,Qatar,https://www.e3c555fe.com,2.6,32,Medium
31f2ee42-febd-4193-8dd8-7d0c54b53cb9,Company_31f2ee42,UK,,1.4,9,Poor
97276662-9170-4be2-b4de-58d518d80c30,Company_97276662,Germany,,2.2,7,Poor
869dd2fe-3ed8-458e-ab09-07f13c073f72,Company_869dd2fe,UAE,https://www.869dd2fe.com,3.6,16,Medium
50581185-c57b-45dc-9600-5b510a26338e,Company_50581185,France,,1.1,8,Poor
7e7deedf-7c11-4e38-92db-b2a997ffa917,Company_7e7deedf,UK,,3.7,10,Medium
9a68293e-4446-4785-8a41-a83fc200543d,Company_9a68293e,Germany,https://www.9a68293e.com,2.6,43,Medium
c3a588d9-001c-4e47-9f63-c41c1860ebc3,Company_c3a588d9,Singapore,,3.5,37,Medium
6ef22694-6538-420b-83bb-4d678d70d164,Company_6ef22694,Netherlands,https://www.6ef22694.com,3.0,22,Medium
cfe895fd-0a81-4d15-aa43-9ab055d22841,Company_cfe895fd,Singapore,https://www.cfe895fd.com,3.8,49,Medium
29871d92-0c55-4c81-9d23-49b42db8c46c,Company_29871d92,Germany,,3.6,37,Medium
602c84e5-e519-4642-821c-b309cdc90d16,Company_602c84e5,Qatar,https://www.602c84e5.com,2.8,36,Medium
d9c88e41-dfb7-4d7a-812a-1a431fa16612,Company_d9c88e41,Singapore,https://www.d9c88e41.com,2.5,25,Medium
24993767-5f84-450f-b1a9-7063bd10fb9e,Company_24993767,Qatar,https://www.24993767.com,4.8,81,Good
15c71b28-0fd8-41ff-b812-d96e7d5f34b9,Company_15c71b28,Netherlands,,1.9,2,Poor
fa869b2c-e592-4d53-baff-ecc5a0e7398d,Company_fa869b2c,Saudi Arabia,https://www.fa869b2c.com,3.2,22,Medium
910f5fbc-612c-4927-b2c9-e927b5692b6c,Company_910f5fbc,Singapore,https://www.910f5fbc.com,3.2,34,Medium
6f962633-4a69-4b6a-a7b3-c85fbed0baba,Company_6f962633,Germany,https://www.6f962633.com,3.7,43,Medium
292adc4c-6e1b-44e5-821b-8e502fd25bf1,Company_292adc4c,USA,https://www.292adc4c.com,2.6,34,Medium
159ec164-b41c-47c4-a128-5c743b292cb1,Company_159ec164,UAE,,1.9,5,Poor
328f98a3-802c-4fcf-8fa0-8fd5ad4b472b,Company_328f98a3,UK,https://www.328f98a3.com,4.0,41,Medium
cbeb9810-4c3b-490d-bb3c-77ec7a4ddc84,Company_cbeb9810,Qatar,,1.6,2,Poor
60afbd41-2c9f-4444-bdb8-0401ba34b4ce,Company_60afbd41,France,https://www.60afbd41.com,3.2,22,Medium
cb2e6472-b551-4e08-95c0-6206f096408e,Company_cb2e6472,Saudi Arabia,,3.4,48,Medium
9e924984-1197-4b6c-b5c8-d5c705cd7e7d,Company_9e924984,France,https://www.9e924984.com,3.9,15,Medium
b169e134-4ac1-48a0-b8be-b84fb0f33627,Company_b169e134,Qatar,https://www.b169e134.com,3.2,31,Medium
77125294-d782-4900-b961-008517326e1f,Company_77125294,UAE,,1.7,8,Poor
94b149c2-58e0-43fd-9051-03e2549950f4,Company_94b149c2,Singapore,,2.8,34,Medium
397861c7-a77c-49d6-ab6e-60a16de927ca,Company_397861c7,France,https://www.397861c7.com,4.9,102,Good
cf9740d1-c851-4bf8-ad6a-0913acdb3d29,Company_cf9740d1,USA,https://www.cf9740d1.com,4.6,121,Good
436a261b-794a-492a-870b-e1e7dd964d87,Company_436a261b,UAE,,2.0,8,Poor
b4fed3b7-6cab-4d2c-a197-17f1adceebf5,Company_b4fed3b7,Netherlands,https://www.b4fed3b7.com,3.2,21,Medium
471235ac-07fb-4f35-a4f8-2b812866c27f,Company_471235ac,France,,2.1,6,Poor
0123bedd-bc47-4ef5-8de8-0d3b0b813101,Company_0123bedd,Qatar,https://www.0123bedd.com,2.9,28,Medium
6940207b-d66a-4b83-a129-6a20cebfec3b,Company_6940207b,Germany,,3.9,36,Medium
14ca2dfa-5616-44e6-97f9-a928bb9a0daa,Company_14ca2dfa,Qatar,,3.9,10,Medium
13835679-6230-4f4d-be4f-ebd62e722bcb,Company_13835679,Germany,https://www.13835679.com,5.0,278,Good
ea6d94af-828a-4c1f-b0ce-5ee6556fdcb2,Company_ea6d94af,Qatar,,2.4,2,Poor
c80ba5ac-ae2d-477e-9afa-4143c2811503,Company_c80ba5ac,Netherlands,https://www.c80ba5ac.com,4.0,22,Medium
4c74f6f3-bc20-4d05-ab96-7343949a6394,Company_4c74f6f3,France,,1.1,10,Poor
614d9632-c088-46bf-a9d4-d14be38e62f5,Company_614d9632,Qatar,,2.0,1,Poor
4439cf3b-9bd3-4b2e-864c-6307fcb3959b,Company_4439cf3b,USA,https://www.4439cf3b.com,3.6,14,Medium
3ffed88d-da3d-44e4-a644-f29f65d0b8d5,Company_3ffed88d,Qatar,,1.2,3,Poor
2dd1a857-2fe2-4fd6-9c55-22f92e620ce6,Company_2dd1a857,Germany,,3.8,39,Medium
adc1309f-80fa-4fa0-b63c-27a0d44eeaf7,Company_adc1309f,Saudi Arabia,,3.8,42,Medium
141336e6-3eea-4574-a084-4ec990882432,Company_141336e6,Netherlands,https://www.141336e6.com,4.4,282,Good
d8a975a0-e643-453a-8a3e-5f9e7ca2f3ed,Company_d8a975a0,France,https://www.d8a975a0.com,3.8,50,Medium
0b21c064-862e-4ddb-8f72-45c8174c4d57,Company_0b21c064,India,https://www.0b21c064.com,2.9,24,Medium
ad450214-55ea-487b-9afa-07202cb1094d,Company_ad450214,Qatar,https://www.ad450214.com,3.2,27,Medium
c7299644-7c2a-41c4-a545-bcf664e472fc,Company_c7299644,Germany,,1.2,4,Poor
0b09365b-cf44-4640-983a-ecf5eb00b007,Company_0b09365b,UK,https://www.0b09365b.com,4.1,426,Good
0ce8ab72-f842-4872-900a-a44c46365c89,Company_0ce8ab72,UK,,2.1,0,Poor
a9a3ce45-188f-4f43-805f-4d615e6cc114,Company_a9a3ce45,Saudi Arabia,https://www.a9a3ce45.com,3.9,45,Medium
927edc8c-f95e-49d0-9e10-bb29f3cc9b95,Company_927edc8c,Singapore,,2.6,26,Medium
6cfd73e6-b157-42b7-a703-943df9947bab,Company_6cfd73e6,Netherlands,https://www.6cfd73e6.com,3.9,41,Medium
33c5757c-a586-4092-b816-db189248ac9e,Company_33c5757c,UK,https://www.33c5757c.com,3.3,42,Medium
0a7eef2d-bb15-4171-8e3c-8ffb672ab019,Company_0a7eef2d,India,https://www.0a7eef2d.com,3.3,10,Medium
2ed91bf5-13d2-4634-8423-3c18ae754477,Company_2ed91bf5,USA,https://www.2ed91bf5.com,4.8,65,Good
5c794296-63c7-4da4-9f36-6a1af88ee8db,Company_5c794296,Germany,https://www.5c794296.com,3.8,44,Medium
2fb8f2a7-e1eb-4db4-86c3-c85359c72fca,Company_2fb8f2a7,Qatar,,2.4,6,Poor
eb5b9ac4-a23b-4836-9bbe-46abfa6fa884,Company_eb5b9ac4,Singapore,,1.8,4,Poor
07ac3752-f764-4b99-a0d8-5474da8900b0,Company_07ac3752,UAE,https://www.07ac3752.com,4.2,362,Good
3aff00a0-d98c-469c-9693-55ac714b13e6,Company_3aff00a0,India,https://www.3aff00a0.com,2.8,40,Medium
fbd73d10-e578-4e87-b0df-fc9879b26cd9,Company_fbd73d10,Saudi Arabia,https://www.fbd73d10.com,4.5,155,Good
697c3c26-ebd8-42c3-adbb-8d894a9adb5e,Company_697c3c26,Qatar,https://www.697c3c26.com,3.4,17,Medium
1ecf9848-0bae-401b-8248-9f60c2a4b8c6,Company_1ecf9848,USA,https://www.1ecf9848.com,2.6,24,Medium
c5d462e7-6789-4f1b-85c9-cb49c147cd1f,Company_c5d462e7,Netherlands,https://www.c5d462e7.com,2.9,23,Medium
fda355e4-2243-40d7-b260-78299ab8ba3d,Company_fda355e4,Germany,https://www.fda355e4.com,3.2,25,Medium
cd09b6d1-82c9-42f0-924d-548154f5ee0e,Company_cd09b6d1,Saudi Arabia,https://www.cd09b6d1.com,3.3,33,Medium
6930b77b-f4d5-4ede-8c6f-9e0987909b88,Company_6930b77b,India,,1.1,10,Poor
e87ea3af-bfab-4183-9de0-a9cd1e571abe,Company_e87ea3af,Qatar,https://www.e87ea3af.com,2.9,46,Medium
fcf881cc-edcc-4a4e-8390-3aa97ca8e4f1,Company_fcf881cc,Saudi Arabia,,1.6,5,Poor
5cb955eb-0543-4a05-af1e-909c741bc04a,Company_5cb955eb,France,https://www.5cb955eb.com,3.3,36,Medium
a4d6e247-2935-4966-b59a-d6e84d0aba0f,Company_a4d6e247,Singapore,https://www.a4d6e247.com,3.8,44,Medium
780d17ea-bb18-4ccf-9a52-beacb53c7059,Company_780d17ea,Netherlands,https://www.780d17ea.com,3.6,27,Medium
f81f3453-91bc-491e-bb7b-8f326e9e349c,Company_f81f3453,UAE,,1.6,2,Poor
ca7b2d82-421d-464f-855b-19c5d65a34ce,Company_ca7b2d82,Netherlands,https://www.ca7b2d82.com,2.8,20,Medium
a541552b-cccd-4d22-aa24-e87d3e3a16cd,Company_a541552b,UAE,https://www.a541552b.com,2.7,36,Medium
f1e53fad-2587-4b58-a7f0-0de8922f5c6a,Company_f1e53fad,UK,https://www.f1e53fad.com,3.1,21,Medium
3c6d59bc-3117-4fa1-a9ab-ec6f3c432af3,Company_3c6d59bc,Qatar,,2.8,11,Medium
fd98526e-5247-40d2-98b8-9925e30e2b24,Company_fd98526e,UK,https://www.fd98526e.com,3.6,43,Medium
bbcb2510-4a56-4cf0-95ae-bcd1f12cec83,Company_bbcb2510,USA,,1.3,8,Poor
27f28422-1082-4c6b-a4c4-2852bf07dfc0,Company_27f28422,Qatar,https://www.27f28422.com,3.3,15,Medium
3c2983a8-7e7d-43a4-9934-109cf26c4210,Company_3c2983a8,Qatar,,3.0,13,Medium
6e516696-078c-49cd-a1a2-a1ebc7138540,Company_6e516696,France,https://www.6e516696.com,3.3,42,Medium
4e54384f-2f59-4362-91af-de4440805458,Company_4e54384f,USA,,1.5,10,Poor
ace3ef73-3e01-44fd-a76e-87447c55f599,Company_ace3ef73,UK,,1.7,3,Poor
50fbe216-b064-46cf-980e-d2036e7b3cc4,Company_50fbe216,UK,https://www.50fbe216.com,4.2,467,Good
73235e04-fc84-4e27-b149-6d92cd3727a7,Company_73235e04,Netherlands,,1.3,7,Poor
